Item,Location,Min Quantity,Max Quantity,no of unit per box,threshould
101011000646,Jeddah,25.00 ,32.00 ,1,50
101011000646,Riyadh,242.00 ,315.00 ,1,50
101011000650,Jeddah,4.00 ,5.00 ,1,50
101011000650,Riyadh,4.00 ,5.00 ,1,50
101011000651,Jeddah,34.00 ,44.00 ,1,50
101011000651,Riyadh,169.00 ,204.00 ,1,50
101011000652,Jeddah,11.00 ,15.00 ,1,50
101011000652,Riyadh,16.00 ,20.00 ,1,50
101011000653,Jeddah,14.00 ,18.00 ,1,50
101011000653,Riyadh,216.00 ,292.00 ,1,50
101011000654,Jeddah,15.00 ,20.00 ,1,50
101011000654,Riyadh,8.00 ,10.00 ,1,50
101011000656,Jeddah,31.00 ,41.00 ,1,50
101011000656,Riyadh,51.00 ,64.00 ,1,50
101011000657,Jeddah,5.00 ,7.00 ,1,50
101011000657,Riyadh,27.00 ,33.00 ,1,50
101011000661,Jeddah,30.00 ,40.00 ,1,50
101011000661,Riyadh,175.00 ,237.00 ,1,50
101011000662,Jeddah,8.00 ,11.00 ,1,50
101011000665,Jeddah,29.00 ,39.00 ,1,50
101011000665,Riyadh,304.00 ,396.00 ,1,50
101011000666,Jeddah,46.00 ,61.00 ,1,50
101011000666,Riyadh,58.00 ,70.00 ,1,50
101011000668,Jeddah,"3,801.00 ","4,961.00 ",1,50
101011000668,Riyadh,"4,232.00 ","5,101.00 ",1,50
101011000669,Jeddah,4.00 ,5.00 ,1,50
101011000669,Riyadh,28.00 ,37.00 ,1,50
101011000676,Jeddah,15.00 ,19.00 ,1,50
101011000676,Riyadh,216.00 ,261.00 ,1,50
101011000681,Jeddah,16.00 ,22.00 ,1,50
101011000681,Riyadh,88.00 ,112.00 ,1,50
101011000682,Jeddah,56.00 ,72.00 ,1,50
101011000682,Riyadh,168.00 ,211.00 ,1,50
101011000684,Jeddah,17.00 ,23.00 ,1,50
101011000684,Riyadh,91.00 ,109.00 ,1,50
101011000686,Jeddah,37.00 ,50.00 ,1,50
101011000686,Riyadh,243.00 ,297.00 ,1,50
101011000687,Jeddah,156.00 ,242.00 ,1,50
101011000687,Riyadh,148.00 ,184.00 ,1,50
101011000689,Jeddah,23.00 ,31.00 ,1,50
101011000689,Riyadh,99.00 ,135.00 ,1,50
101011000692,Jeddah,167.00 ,258.00 ,1,50
101011000692,Riyadh,556.00 ,719.00 ,1,50
101011000693,Jeddah,3.00 ,4.00 ,1,50
101011000693,Riyadh,16.00 ,21.00 ,1,50
101011000694,Jeddah,4.00 ,6.00 ,1,50
101011000694,Riyadh,55.00 ,66.00 ,1,50
101011000695,Jeddah,231.00 ,314.00 ,1,50
101011000695,Riyadh,"1,551.00 ","1,937.00 ",1,50
101011000698,Jeddah,674.00 ,897.00 ,1,50
101011000698,Riyadh,"1,867.00 ","2,230.00 ",1,50
101011000700,Jeddah,46.00 ,58.00 ,1,50
101011000700,Riyadh,474.00 ,615.00 ,1,50
101011000703,Jeddah,996.00 ,"1,336.00 ",1,50
101011000703,Riyadh,767.00 ,963.00 ,1,50
101011000704,Jeddah,451.00 ,567.00 ,1,50
101011000704,Riyadh,591.00 ,741.00 ,1,50
101011000707,Jeddah,23.00 ,32.00 ,1,50
101011000707,Riyadh,218.00 ,265.00 ,1,50
101011000711,Jeddah,73.00 ,95.00 ,1,50
101011000711,Riyadh,500.00 ,610.00 ,1,50
101011000714,Jeddah,112.00 ,139.00 ,1,50
101011000714,Riyadh,612.00 ,820.00 ,1,50
101011000715,Jeddah,74.00 ,103.00 ,1,50
101011000715,Riyadh,360.00 ,429.00 ,1,50
101011000716,Jeddah,8.00 ,13.00 ,1,50
101011000718,Jeddah,222.00 ,286.00 ,1,50
101011000718,Riyadh,"1,494.00 ","1,910.00 ",1,50
101011000719,Jeddah,3.00 ,3.00 ,1,50
101011000719,Riyadh,149.00 ,194.00 ,1,50
101011000720,Jeddah,56.00 ,75.00 ,1,50
101011000720,Riyadh,212.00 ,261.00 ,1,50
101011000721,Jeddah,287.00 ,381.00 ,1,50
101011000721,Riyadh,582.00 ,708.00 ,1,50
101011000723,Jeddah,20.00 ,27.00 ,1,50
101011000723,Riyadh,5.00 ,6.00 ,1,50
101011000725,Jeddah,62.00 ,77.00 ,1,50
101011000725,Riyadh,17.00 ,21.00 ,1,50
101011000726,Jeddah,16.00 ,21.00 ,1,50
101011000726,Riyadh,35.00 ,43.00 ,1,50
101011000727,Jeddah,5.00 ,7.00 ,1,50
101011000727,Riyadh,41.00 ,51.00 ,1,50
101011000728,Jeddah,7.00 ,9.00 ,1,50
101011000728,Riyadh,35.00 ,47.00 ,1,50
101011000729,Jeddah,21.00 ,29.00 ,1,50
101011000729,Riyadh,111.00 ,151.00 ,1,50
101011000730,Jeddah,71.00 ,100.00 ,1,50
101011000730,Riyadh,184.00 ,231.00 ,1,50
101011000731,Jeddah,31.00 ,41.00 ,1,50
101011000731,Riyadh,94.00 ,115.00 ,1,50
101011000734,Jeddah,36.00 ,47.00 ,1,50
101011000734,Riyadh,42.00 ,52.00 ,1,50
101011000735,Jeddah,8.00 ,11.00 ,1,50
101011000735,Riyadh,93.00 ,127.00 ,1,50
101011000736,Jeddah,"4,350.00 ","5,509.00 ",1,50
101011000736,Riyadh,"6,314.00 ","8,078.00 ",1,50
101011000738,Jeddah,10.00 ,13.00 ,1,50
101011000738,Riyadh,9.00 ,12.00 ,1,50
101011000740,Jeddah,110.00 ,142.00 ,1,50
101011000740,Riyadh,120.00 ,146.00 ,1,50
101011000741,Jeddah,17.00 ,23.00 ,1,50
101011000741,Riyadh,94.00 ,112.00 ,1,50
101011000742,Jeddah,14.00 ,19.00 ,1,50
101011000742,Riyadh,134.00 ,170.00 ,1,50
101011000743,Jeddah,65.00 ,91.00 ,1,50
101011000743,Riyadh,361.00 ,440.00 ,1,50
101011000744,Jeddah,17.00 ,24.00 ,1,50
101011000744,Riyadh,78.00 ,94.00 ,1,50
101011000745,Jeddah,10.00 ,13.00 ,1,50
101011000745,Riyadh,48.00 ,64.00 ,1,50
101011000746,Jeddah,65.00 ,88.00 ,1,50
101011000746,Riyadh,279.00 ,351.00 ,1,50
101011000747,Jeddah,106.00 ,147.00 ,1,50
101011000747,Riyadh,653.00 ,794.00 ,1,50
101011000748,Jeddah,2.00 ,2.00 ,1,50
101011000748,Riyadh,5.00 ,6.00 ,1,50
101011000749,Jeddah,21.00 ,26.00 ,1,50
101011000749,Riyadh,116.00 ,153.00 ,1,50
101011000751,Jeddah,1.00 ,1.00 ,1,50
101011000757,Jeddah,12.00 ,14.00 ,1,50
101011000757,Riyadh,24.00 ,31.00 ,1,50
101011000758,Jeddah,159.00 ,213.00 ,1,50
101011000758,Riyadh,692.00 ,875.00 ,1,50
101011000762,Jeddah,33.00 ,42.00 ,1,50
101011000762,Riyadh,68.00 ,84.00 ,1,50
101011000765,Jeddah,23.00 ,32.00 ,1,50
101011000765,Riyadh,20.00 ,25.00 ,1,50
101011000771,Jeddah,59.00 ,81.00 ,1,50
101011000771,Riyadh,223.00 ,270.00 ,1,50
101011000774,Jeddah,2.00 ,3.00 ,1,50
101011000774,Riyadh,1.00 ,2.00 ,1,50
101011000776,Jeddah,128.00 ,202.00 ,1,50
101011000776,Riyadh,143.00 ,181.00 ,1,50
101011000777,Jeddah,47.00 ,61.00 ,1,50
101011000777,Riyadh,531.00 ,643.00 ,1,50
101011000779,Jeddah,7.00 ,10.00 ,1,50
101011000779,Riyadh,171.00 ,212.00 ,1,50
101011000783,Jeddah,44.00 ,64.00 ,1,50
101011000783,Riyadh,48.00 ,60.00 ,1,50
101011000784,Jeddah,77.00 ,98.00 ,1,50
101011000784,Riyadh,394.00 ,479.00 ,1,50
101011000786,Jeddah,554.00 ,713.00 ,1,50
101011000786,Riyadh,"1,667.00 ","1,971.00 ",1,50
101011000790,Jeddah,81.00 ,115.00 ,1,50
101011000790,Riyadh,61.00 ,77.00 ,1,50
101011000793,Jeddah,1.00 ,1.00 ,1,50
101011000799,Jeddah,63.00 ,87.00 ,1,50
101011000799,Riyadh,310.00 ,369.00 ,1,50
101011000802,Jeddah,142.00 ,170.00 ,1,50
101011000802,Riyadh,616.00 ,739.00 ,1,50
101011000803,Jeddah,127.00 ,164.00 ,1,50
101011000803,Riyadh,682.00 ,872.00 ,1,50
101011000804,Jeddah,21.00 ,30.00 ,1,50
101011000804,Riyadh,43.00 ,54.00 ,1,50
101011000807,Jeddah,75.00 ,96.00 ,1,50
101011000807,Riyadh,585.00 ,708.00 ,1,50
101011000808,Jeddah,92.00 ,122.00 ,1,50
101011000808,Riyadh,371.00 ,481.00 ,1,50
101011000811,Jeddah,247.00 ,308.00 ,1,50
101011000811,Riyadh,26.00 ,35.00 ,1,50
101011000812,Jeddah,466.00 ,571.00 ,1,50
101011000812,Riyadh,"6,700.00 ","8,059.00 ",1,50
101011000813,Jeddah,26.00 ,31.00 ,1,50
101011000813,Riyadh,110.00 ,133.00 ,1,50
101011000815,Jeddah,9.00 ,13.00 ,1,50
101011000815,Riyadh,188.00 ,238.00 ,1,50
101011000817,Jeddah,4.00 ,5.00 ,1,50
101011000817,Riyadh,31.00 ,38.00 ,1,50
101011000820,Jeddah,7.00 ,10.00 ,1,50
101011000820,Riyadh,44.00 ,58.00 ,1,50
101011000822,Jeddah,74.00 ,95.00 ,1,50
101011000822,Riyadh,354.00 ,435.00 ,1,50
101011000824,Jeddah,16.00 ,22.00 ,1,50
101011000824,Riyadh,42.00 ,57.00 ,1,50
101011000825,Jeddah,30.00 ,38.00 ,1,50
101011000825,Riyadh,152.00 ,184.00 ,1,50
101011000826,Jeddah,22.00 ,28.00 ,1,50
101011000826,Riyadh,155.00 ,190.00 ,1,50
101011000828,Jeddah,5.00 ,6.00 ,1,50
101011000828,Riyadh,8.00 ,10.00 ,1,50
101011000829,Jeddah,699.00 ,866.00 ,1,50
101011000829,Riyadh,337.00 ,409.00 ,1,50
101011000832,Jeddah,9.00 ,11.00 ,1,50
101011000832,Riyadh,15.00 ,20.00 ,1,50
101011000833,Jeddah,24.00 ,31.00 ,1,50
101011000833,Riyadh,41.00 ,50.00 ,1,50
101011000834,Jeddah,53.00 ,73.00 ,1,50
101011000834,Riyadh,614.00 ,735.00 ,1,50
101011000835,Jeddah,27.00 ,34.00 ,1,50
101011000835,Riyadh,34.00 ,40.00 ,1,50
101011000836,Jeddah,26.00 ,33.00 ,1,50
101011000836,Riyadh,16.00 ,20.00 ,1,50
101011000837,Jeddah,5.00 ,7.00 ,1,50
101011000837,Riyadh,12.00 ,15.00 ,1,50
101011000842,Jeddah,15.00 ,19.00 ,1,50
101011000842,Riyadh,14.00 ,17.00 ,1,50
101011000843,Jeddah,56.00 ,77.00 ,1,50
101011000843,Riyadh,254.00 ,319.00 ,1,50
101011000845,Jeddah,62.00 ,78.00 ,1,50
101011000845,Riyadh,201.00 ,256.00 ,1,50
101011000846,Jeddah,111.00 ,157.00 ,1,50
101011000846,Riyadh,28.00 ,35.00 ,1,50
101011000847,Jeddah,4.00 ,6.00 ,1,50
101011000847,Riyadh,25.00 ,31.00 ,1,50
101011000848,Jeddah,360.00 ,511.00 ,1,50
101011000848,Riyadh,518.00 ,611.00 ,1,50
101011000867,Jeddah,528.00 ,631.00 ,1,50
101011000867,Riyadh,140.00 ,178.00 ,1,50
101011000868,Jeddah,372.00 ,474.00 ,1,50
101011000868,Riyadh,"3,556.00 ","4,319.00 ",1,50
101011000869,Jeddah,66.00 ,99.00 ,1,50
101011000869,Riyadh,582.00 ,727.00 ,1,50
101011000870,Jeddah,16.00 ,20.00 ,1,50
101011000870,Riyadh,28.00 ,34.00 ,1,50
101011000871,Jeddah,125.00 ,172.00 ,1,50
101011000871,Riyadh,434.00 ,593.00 ,1,50
101011000872,Jeddah,1.00 ,1.00 ,1,50
101011000875,Jeddah,30.00 ,40.00 ,1,50
101011000875,Riyadh,148.00 ,191.00 ,1,50
101011000876,Jeddah,146.00 ,187.00 ,1,50
101011000876,Riyadh,179.00 ,217.00 ,1,50
101011000878,Jeddah,26.00 ,36.00 ,1,50
101011000878,Riyadh,292.00 ,371.00 ,1,50
101011000879,Jeddah,54.00 ,71.00 ,1,50
101011000879,Riyadh,188.00 ,230.00 ,1,50
101011000880,Jeddah,66.00 ,94.00 ,1,50
101011000880,Riyadh,363.00 ,446.00 ,1,50
101011000881,Jeddah,8.00 ,10.00 ,1,50
101011000881,Riyadh,107.00 ,126.00 ,1,50
101011000882,Jeddah,10.00 ,14.00 ,1,50
101011000882,Riyadh,220.00 ,278.00 ,1,50
101011000883,Jeddah,195.00 ,261.00 ,1,50
101011000883,Riyadh,143.00 ,169.00 ,1,50
101011000884,Jeddah,83.00 ,112.00 ,1,50
101011000884,Riyadh,158.00 ,197.00 ,1,50
101011000887,Jeddah,32.00 ,40.00 ,1,50
101011000887,Riyadh,146.00 ,195.00 ,1,50
101011000889,Jeddah,20.00 ,28.00 ,1,50
101011000891,Jeddah,23.00 ,36.00 ,1,50
101011000891,Riyadh,108.00 ,146.00 ,1,50
101011000892,Jeddah,111.00 ,169.00 ,1,50
101011000892,Riyadh,226.00 ,273.00 ,1,50
101011000894,Jeddah,35.00 ,43.00 ,1,50
101011000894,Riyadh,83.00 ,100.00 ,1,50
101011000895,Jeddah,29.00 ,37.00 ,1,50
101011000895,Riyadh,107.00 ,126.00 ,1,50
101011000896,Jeddah,57.00 ,85.00 ,1,50
101011000896,Riyadh,206.00 ,280.00 ,1,50
101011000897,Jeddah,12.00 ,15.00 ,1,50
101011000897,Riyadh,191.00 ,245.00 ,1,50
101011000900,Riyadh,8.00 ,10.00 ,1,50
101011000901,Jeddah,167.00 ,218.00 ,1,50
101011000901,Riyadh,344.00 ,470.00 ,1,50
101011000905,Jeddah,3.00 ,4.00 ,1,50
101011000906,Jeddah,14.00 ,20.00 ,1,50
101011000908,Jeddah,31.00 ,45.00 ,1,50
101011000908,Riyadh,23.00 ,29.00 ,1,50
101011000910,Jeddah,66.00 ,82.00 ,1,50
101011000910,Riyadh,468.00 ,610.00 ,1,50
101011000913,Jeddah,468.00 ,559.00 ,1,50
101011000913,Riyadh,223.00 ,269.00 ,1,50
101011000915,Riyadh,16.00 ,20.00 ,1,50
101011000918,Jeddah,603.00 ,758.00 ,1,50
101011000918,Riyadh,342.00 ,417.00 ,1,50
101011000919,Jeddah,9.00 ,13.00 ,1,50
101011000919,Riyadh,126.00 ,152.00 ,1,50
101011000924,Jeddah,48.00 ,66.00 ,1,50
101011000924,Riyadh,214.00 ,260.00 ,1,50
101011000926,Jeddah,27.00 ,36.00 ,1,50
101011000926,Riyadh,"1,005.00 ","1,274.00 ",1,50
101011000928,Jeddah,25.00 ,33.00 ,1,50
101011000928,Riyadh,96.00 ,123.00 ,1,50
101011000930,Jeddah,268.00 ,359.00 ,1,50
101011000930,Riyadh,687.00 ,866.00 ,1,50
101011000931,Jeddah,10.00 ,14.00 ,1,50
101011000931,Riyadh,329.00 ,401.00 ,1,50
101011000934,Jeddah,"1,532.00 ","2,045.00 ",1,50
101011000934,Riyadh,"3,981.00 ","4,895.00 ",1,50
101011000936,Jeddah,10.00 ,13.00 ,1,50
101011000936,Riyadh,40.00 ,48.00 ,1,50
101011000940,Jeddah,3.00 ,4.00 ,1,50
101011000940,Riyadh,147.00 ,177.00 ,1,50
101011000941,Jeddah,3.00 ,4.00 ,1,50
101011000941,Riyadh,80.00 ,99.00 ,1,50
101011000943,Jeddah,60.00 ,73.00 ,1,50
101011000943,Riyadh,313.00 ,394.00 ,1,50
101011000944,Jeddah,152.00 ,201.00 ,1,50
101011000944,Riyadh,775.00 ,944.00 ,1,50
101011000946,Jeddah,57.00 ,76.00 ,1,50
101011000946,Riyadh,130.00 ,156.00 ,1,50
101011000947,Jeddah,22.00 ,32.00 ,1,50
101011000949,Jeddah,26.00 ,33.00 ,1,50
101011000949,Riyadh,109.00 ,132.00 ,1,50
101011000950,Jeddah,191.00 ,256.00 ,1,50
101011000950,Riyadh,805.00 ,992.00 ,1,50
101011000953,Jeddah,22.00 ,34.00 ,1,50
101011000953,Riyadh,57.00 ,70.00 ,1,50
101011000956,Jeddah,1.00 ,2.00 ,1,50
101011000957,Jeddah,60.00 ,84.00 ,1,50
101011000957,Riyadh,276.00 ,351.00 ,1,50
101011000959,Jeddah,645.00 ,796.00 ,1,50
101011000959,Riyadh,463.00 ,582.00 ,1,50
101011000962,Jeddah,6.00 ,9.00 ,1,50
101011000962,Riyadh,85.00 ,108.00 ,1,50
101011000963,Jeddah,5.00 ,7.00 ,1,50
101011000964,Jeddah,5.00 ,8.00 ,1,50
101011000964,Riyadh,81.00 ,99.00 ,1,50
101011000973,Jeddah,385.00 ,501.00 ,1,50
101011000973,Riyadh,173.00 ,214.00 ,1,50
101011000974,Jeddah,132.00 ,181.00 ,1,50
101011000974,Riyadh,204.00 ,251.00 ,1,50
101011000975,Jeddah,90.00 ,117.00 ,1,50
101011000975,Riyadh,250.00 ,308.00 ,1,50
101011000978,Jeddah,188.00 ,266.00 ,1,50
101011000978,Riyadh,933.00 ,"1,130.00 ",1,50
101011000979,Jeddah,108.00 ,144.00 ,1,50
101011000979,Riyadh,165.00 ,209.00 ,1,50
101011000983,Jeddah,3.00 ,4.00 ,1,50
101011000983,Riyadh,1.00 ,2.00 ,1,50
101011000984,Jeddah,5.00 ,6.00 ,1,50
101011000984,Riyadh,3.00 ,4.00 ,1,50
101011000988,Jeddah,447.00 ,574.00 ,1,50
101011000988,Riyadh,"1,860.00 ","2,232.00 ",1,50
101011000998,Jeddah,15.00 ,20.00 ,1,50
101011000998,Riyadh,50.00 ,66.00 ,1,50
101011000999,Jeddah,68.00 ,97.00 ,1,50
101011000999,Riyadh,261.00 ,327.00 ,1,50
101011001001,Jeddah,21.00 ,30.00 ,1,50
101011001001,Riyadh,258.00 ,331.00 ,1,50
101011001006,Jeddah,5.00 ,7.00 ,1,50
101011001006,Riyadh,37.00 ,45.00 ,1,50
101011001007,Jeddah,21.00 ,28.00 ,1,50
101011001007,Riyadh,46.00 ,55.00 ,1,50
101011001008,Jeddah,1.00 ,1.00 ,1,50
101011001008,Riyadh,8.00 ,10.00 ,1,50
101011001013,Jeddah,78.00 ,108.00 ,1,50
101011001013,Riyadh,32.00 ,40.00 ,1,50
101011001014,Jeddah,"1,694.00 ","2,121.00 ",1,50
101011001014,Riyadh,"7,922.00 ","9,725.00 ",1,50
101011001015,Jeddah,5.00 ,6.00 ,1,50
101011001015,Riyadh,3.00 ,4.00 ,1,50
101011001016,Jeddah,"6,456.00 ","7,967.00 ",1,50
101011001016,Riyadh,"22,997.00 ","28,630.00 ",1,50
101011001019,Jeddah,1.00 ,1.00 ,1,50
101011001020,Jeddah,1.00 ,1.00 ,1,50
101011001021,Jeddah,4.00 ,5.00 ,1,50
101011001021,Riyadh,28.00 ,34.00 ,1,50
101011001023,Jeddah,5.00 ,7.00 ,1,50
101011001023,Riyadh,36.00 ,42.00 ,1,50
101011001024,Jeddah,31.00 ,41.00 ,1,50
101011001025,Jeddah,4.00 ,6.00 ,1,50
101011001025,Riyadh,13.00 ,16.00 ,1,50
101011001026,Jeddah,20.00 ,25.00 ,1,50
101011001026,Riyadh,234.00 ,298.00 ,1,50
101011001027,Jeddah,75.00 ,92.00 ,1,50
101011001027,Riyadh,56.00 ,67.00 ,1,50
101011001029,Jeddah,172.00 ,242.00 ,1,50
101011001029,Riyadh,566.00 ,713.00 ,1,50
101011001030,Jeddah,177.00 ,237.00 ,1,50
101011001030,Riyadh,"1,051.00 ","1,437.00 ",1,50
101011001031,Jeddah,7.00 ,9.00 ,1,50
101011001031,Riyadh,72.00 ,88.00 ,1,50
101011001032,Jeddah,148.00 ,214.00 ,1,50
101011001032,Riyadh,378.00 ,474.00 ,1,50
101011001034,Jeddah,166.00 ,232.00 ,1,50
101011001034,Riyadh,289.00 ,351.00 ,1,50
101011001035,Jeddah,52.00 ,70.00 ,1,50
101011001035,Riyadh,299.00 ,380.00 ,1,50
101011001036,Jeddah,24.00 ,36.00 ,1,50
101011001036,Riyadh,61.00 ,81.00 ,1,50
101011001047,Jeddah,32.00 ,40.00 ,1,50
101011001047,Riyadh,47.00 ,63.00 ,1,50
101011001050,Jeddah,859.00 ,"1,072.00 ",1,50
101011001053,Jeddah,49.00 ,66.00 ,1,50
101011001053,Riyadh,78.00 ,103.00 ,1,50
101011001055,Jeddah,150.00 ,206.00 ,1,50
101011001055,Riyadh,580.00 ,725.00 ,1,50
101011001056,Jeddah,3.00 ,4.00 ,1,50
101011001056,Riyadh,5.00 ,6.00 ,1,50
101011001059,Jeddah,3.00 ,4.00 ,1,50
101011001059,Riyadh,5.00 ,6.00 ,1,50
101011001062,Jeddah,64.00 ,87.00 ,1,50
101011001062,Riyadh,267.00 ,330.00 ,1,50
101011001064,Jeddah,1.00 ,1.00 ,1,50
101011001064,Riyadh,25.00 ,31.00 ,1,50
101011001065,Jeddah,58.00 ,73.00 ,1,50
101011001065,Riyadh,213.00 ,255.00 ,1,50
101011001067,Jeddah,11.00 ,16.00 ,1,50
101011001067,Riyadh,115.00 ,140.00 ,1,50
101011001069,Jeddah,4.00 ,6.00 ,1,50
101011001069,Riyadh,14.00 ,18.00 ,1,50
101011001071,Jeddah,48.00 ,68.00 ,1,50
101011001071,Riyadh,51.00 ,69.00 ,1,50
101011001072,Jeddah,3.00 ,4.00 ,1,50
101011001072,Riyadh,18.00 ,21.00 ,1,50
101011001073,Riyadh,12.00 ,14.00 ,1,50
101011001077,Jeddah,9.00 ,13.00 ,1,50
101011001077,Riyadh,70.00 ,88.00 ,1,50
101011001078,Jeddah,152.00 ,217.00 ,1,50
101011001078,Riyadh,"8,305.00 ","10,356.00 ",1,50
101011001080,Jeddah,21.00 ,30.00 ,1,50
101011001080,Riyadh,67.00 ,87.00 ,1,50
101011001081,Jeddah,440.00 ,550.00 ,1,50
101011001081,Riyadh,"1,174.00 ","1,457.00 ",1,50
101011001084,Jeddah,49.00 ,63.00 ,1,50
101011001084,Riyadh,25.00 ,29.00 ,1,50
101011001086,Jeddah,92.00 ,120.00 ,1,50
101011001086,Riyadh,157.00 ,196.00 ,1,50
101011001087,Jeddah,39.00 ,48.00 ,1,50
101011001087,Riyadh,31.00 ,37.00 ,1,50
101011001090,Jeddah,59.00 ,79.00 ,1,50
101011001090,Riyadh,632.00 ,785.00 ,1,50
101011001092,Jeddah,172.00 ,232.00 ,1,50
101011001092,Riyadh,400.00 ,499.00 ,1,50
101011001100,Jeddah,87.00 ,114.00 ,1,50
101011001100,Riyadh,15.00 ,18.00 ,1,50
101011001101,Jeddah,13.00 ,18.00 ,1,50
101011001101,Riyadh,154.00 ,181.00 ,1,50
101011001102,Jeddah,2.00 ,3.00 ,1,50
101011001103,Jeddah,13.00 ,17.00 ,1,50
101011001103,Riyadh,22.00 ,26.00 ,1,50
101011001105,Jeddah,1.00 ,1.00 ,1,50
101011001107,Jeddah,78.00 ,116.00 ,1,50
101011001107,Riyadh,"1,267.00 ","1,627.00 ",1,50
101011001109,Jeddah,77.00 ,94.00 ,1,50
101011001109,Riyadh,652.00 ,844.00 ,1,50
101011001110,Jeddah,69.00 ,103.00 ,1,50
101011001110,Riyadh,258.00 ,343.00 ,1,50
101011001111,Jeddah,34.00 ,43.00 ,1,50
101011001111,Riyadh,59.00 ,71.00 ,1,50
101011001114,Jeddah,16.00 ,22.00 ,1,50
101011001114,Riyadh,9.00 ,12.00 ,1,50
101011001115,Jeddah,108.00 ,159.00 ,1,50
101011001115,Riyadh,351.00 ,440.00 ,1,50
101011001118,Jeddah,434.00 ,528.00 ,1,50
101011001118,Riyadh,380.00 ,487.00 ,1,50
101011001119,Jeddah,74.00 ,102.00 ,1,50
101011001119,Riyadh,202.00 ,258.00 ,1,50
101011001121,Jeddah,646.00 ,847.00 ,1,50
101011001121,Riyadh,"4,189.00 ","5,044.00 ",1,50
101011001125,Jeddah,20.00 ,27.00 ,1,50
101011001125,Riyadh,105.00 ,133.00 ,1,50
101011001128,Jeddah,5.00 ,7.00 ,1,50
101011001128,Riyadh,100.00 ,120.00 ,1,50
101011001134,Jeddah,28.00 ,38.00 ,1,50
101011001134,Riyadh,78.00 ,102.00 ,1,50
101011001135,Jeddah,760.00 ,908.00 ,1,50
101011001135,Riyadh,"3,978.00 ","4,741.00 ",1,50
101011001136,Jeddah,81.00 ,125.00 ,1,50
101011001136,Riyadh,627.00 ,762.00 ,1,50
101011001141,Jeddah,7.00 ,9.00 ,1,50
101011001141,Riyadh,4.00 ,4.00 ,1,50
101011001144,Jeddah,7.00 ,9.00 ,1,50
101011001144,Riyadh,44.00 ,56.00 ,1,50
101011001149,Jeddah,164.00 ,223.00 ,1,50
101011001149,Riyadh,446.00 ,572.00 ,1,50
101011001150,Jeddah,215.00 ,267.00 ,1,50
101011001150,Riyadh,"1,298.00 ","1,560.00 ",1,50
101011001152,Jeddah,339.00 ,405.00 ,1,50
101011001152,Riyadh,314.00 ,386.00 ,1,50
101011001155,Jeddah,1.00 ,1.00 ,1,50
101011001155,Riyadh,1.00 ,1.00 ,1,50
101011001156,Jeddah,12.00 ,17.00 ,1,50
101011001156,Riyadh,62.00 ,78.00 ,1,50
101011001159,Jeddah,148.00 ,189.00 ,1,50
101011001159,Riyadh,668.00 ,812.00 ,1,50
101011001160,Jeddah,30.00 ,40.00 ,1,50
101011001160,Riyadh,135.00 ,169.00 ,1,50
101011001163,Jeddah,"5,445.00 ","6,503.00 ",1,50
101011001163,Riyadh,"1,490.00 ","1,827.00 ",1,50
101011001164,Jeddah,34.00 ,46.00 ,1,50
101011001164,Riyadh,124.00 ,156.00 ,1,50
101011001167,Jeddah,7.00 ,9.00 ,1,50
101011001167,Riyadh,43.00 ,52.00 ,1,50
101011001169,Jeddah,92.00 ,122.00 ,1,50
101011001169,Riyadh,278.00 ,337.00 ,1,50
101011001172,Jeddah,27.00 ,36.00 ,1,50
101011001172,Riyadh,86.00 ,104.00 ,1,50
101011001174,Jeddah,43.00 ,57.00 ,1,50
101011001174,Riyadh,278.00 ,341.00 ,1,50
101011001181,Jeddah,37.00 ,57.00 ,1,50
101011001181,Riyadh,221.00 ,261.00 ,1,50
101011001182,Jeddah,8.00 ,10.00 ,1,50
101011001182,Riyadh,18.00 ,23.00 ,1,50
101011001187,Riyadh,6.00 ,8.00 ,1,50
101011001190,Jeddah,29.00 ,42.00 ,1,50
101011001190,Riyadh,132.00 ,177.00 ,1,50
101011001193,Jeddah,147.00 ,186.00 ,1,50
101011001193,Riyadh,746.00 ,901.00 ,1,50
101011001194,Jeddah,72.00 ,93.00 ,1,50
101011001194,Riyadh,25.00 ,32.00 ,1,50
101011001195,Jeddah,84.00 ,113.00 ,1,50
101011001195,Riyadh,92.00 ,121.00 ,1,50
101011001196,Jeddah,1.00 ,1.00 ,1,50
101011001196,Riyadh,11.00 ,14.00 ,1,50
101011001205,Jeddah,18.00 ,24.00 ,1,50
101011001205,Riyadh,186.00 ,243.00 ,1,50
101011001207,Jeddah,5.00 ,8.00 ,1,50
101011001207,Riyadh,24.00 ,29.00 ,1,50
101011001212,Jeddah,97.00 ,136.00 ,1,50
101011001212,Riyadh,212.00 ,259.00 ,1,50
101011001213,Jeddah,13.00 ,18.00 ,1,50
101011001213,Riyadh,70.00 ,84.00 ,1,50
101011001214,Jeddah,"2,583.00 ","3,466.00 ",1,50
101011001214,Riyadh,"1,263.00 ","1,568.00 ",1,50
101011001215,Jeddah,35.00 ,50.00 ,1,50
101011001215,Riyadh,9.00 ,11.00 ,1,50
101011001216,Jeddah,"3,719.00 ","4,442.00 ",1,50
101011001216,Riyadh,"10,532.00 ","12,579.00 ",1,50
101011001221,Jeddah,67.00 ,94.00 ,1,50
101011001224,Jeddah,12.00 ,15.00 ,1,50
